chr	start	end	strand	gene
1	3007889	3008014	+	yqfG
1	3008137	3008685	+	idi
1	3008729	3010246	-	lysS
1	3010256	3011137	-	prfB
1	3011445	3013178	-	recJ
1	3013184	3013894	-	dsbC
1	3013919	3014815	-	xerD
1	3014927	3015448	+	fldB
1	3015488	3015895	-	cptA
1	3015876	3016142	-	sdhE
1	3016385	3017365	+	ygfZ
1	3017561	3018220	-	yqfA
1	3018384	3018695	-	yqfB
1	3018734	3020173	+	bglA
1	3020230	3020973	-	ygfF
1	3021240	3024113	-	gcvP
1	3024232	3024621	-	gcvH
1	3024645	3025739	-	gcvT
1	3026187	3027389	-	ubiI
1	3027412	3028590	-	ubiH
1	3028587	3029912	-	pepP
1	3029938	3030516	-	ygfB
1	3030684	3031013	+	zapA
1	3031962	3032021	-	ibsC
1	3032250	3033482	-	serA
1	3033738	3034397	-	rpiA
1	3034825	3035718	+	argP
1	3035922	3038066	+	scpA
1	3038059	3039054	+	argK
1	3039065	3039850	+	scpB
1	3039874	3041352	+	scpC
1	3041349	3042245	-	ygfI
1	3042412	3043152	-	yggE
1	3043245	3043880	-	argO
1	3044019	3044879	-	mscS
1	3045237	3046316	-	fbaA
1	3046531	3047694	-	pgk
1	3047744	3048763	-	epd
1	3049048	3049761	-	yggC
1	3049758	3050267	-	yggD
1	3050289	3051254	-	yggF
1	3051251	3052528	-	yggP
1	3052543	3053931	-	cmtA
1	3053959	3054402	-	cmtB
1	3054716	3056707	-	tktA
1	3056985	3057743	+	loiP
1	3057949	3058869	-	speB
1	3059007	3060983	-	speA
1	3060992	3061123	-	yqgB
1	3061259	3061474	+	yqgC
1	3061471	3061722	-	yqgD
1	3061778	3062932	+	metK
1	3063356	3064750	+	galP
1	3064827	3065324	+	yggI
1	3065419	3066126	+	endA
1	3066206	3066937	+	rsmE
1	3066950	3067900	+	gshB
1	3068572	3068988	+	yqgF
1	3069172	3070152	-	yggR
1	3070170	3070874	+	yggS
1	3070892	3071458	+	yggT
1	3071455	3071745	+	yggU
1	3071753	3072346	+	rdgB
1	3072339	3073475	+	yggW
1	3073630	3074637	-	yggM
1	3074754	3075800	-	ansB
1	3075976	3076695	-	yggN
1	3076879	3077205	-	yggL
1	3077205	3077924	-	trmI
1	3078085	3079137	+	mutY
1	3079165	3079440	+	yggX
1	3079505	3080584	+	mltC
1	3080786	3082042	+	nupG
1	3082092	3084227	-	speC
1	3084625	3085332	+	yqgA
1	3085438	3085513	+	pheV
1	3085662	3086198	-	yghD
1	3088139	3088549	-	yghG
1	3088615	3089424	-	pppA
1	3089622	3094184	-	yghJ
1	3094669	3096351	-	glcA
1	3096706	3098877	-	glcB
1	3098899	3099303	-	glcG
1	3099308	3100531	-	glcF
1	3100542	3101594	-	glcE
1	3101594	3103093	-	glcD
1	3103344	3104108	+	glcC
1	3106413	3107480	-	yghQ
1	3107526	3108284	-	yghR
1	3108316	3109029	-	yghS
1	3109203	3109895	+	yghT
1	3109944	3111443	-	pitB
1	3111735	3113594	-	gss
1	3113799	3114665	+	yghU
1	3114788	3115036	-	hybG
1	3115049	3115390	-	hybF
1	3115383	3115871	-	hybE
1	3115864	3116358	-	hybD
1	3116358	3118061	-	hybC
1	3118058	3119236	-	hybB
1	3119226	3120212	-	hybA
1	3120215	3121333	-	hybO
1	3121522	3121809	-	yghW
1	3122338	3122691	-	U069_c3968
1	3122969	3124009	+	gpr
1	3124049	3124543	-	yqhA
1	3124734	3125618	+	yghA
1	3125890	3126315	-	exbD
1	3126322	3127056	-	exbB
1	3127308	3128495	+	metC
1	3128635	3129294	+	yghB
1	3129334	3130290	-	yqhC
1	3130427	3131590	+	yqhD
1	3131695	3132522	+	dkgA
1	3132722	3133648	+	yqhG
1	3133699	3133956	+	yqhH
1	3133999	3136218	-	ygiQ
1	3136329	3137741	-	ftsP
1	3137816	3138553	-	plsC
1	3138787	3141045	-	parC
1	3141183	3142790	-	ygiS
1	3142923	3143318	-	mqsA
1	3143320	3143616	-	mqsR
1	3143821	3144303	-	ygiV
1	3144356	3144748	-	ygiW
1	3144900	3145559	+	qseB
1	3145556	3146905	+	qseC
1	3146951	3147283	-	ygiZ
1	3147602	3148183	+	mdaB
1	3148214	3148528	+	ygiN
1	3148576	3150468	-	parE
1	3150497	3151078	-	yqiA
1	3151078	3151905	-	cpdA
1	3151930	3152352	-	yqiB
1	3152353	3152982	-	nudF
1	3153187	3154668	+	tolC
1	3154816	3155487	+	ygiB
1	3155493	3156653	+	ygiC
1	3156691	3157506	-	ygiD
1	3157622	3158395	+	zupT
1	3158453	3158623	-	U069_c3973
1	3158885	3159538	-	ribB
1	3159912	3160202	+	yqiC
1	3160486	3161037	+	ygiL
1	3164953	3165702	+	yqiH
1	3165704	3166768	+	yqiI
1	3166811	3167011	-	glgS
1	3167280	3167909	+	yqiJ
1	3167936	3169597	+	yqiK
1	3170392	3171825	-	hldE
1	3171873	3174713	-	glnE
1	3174736	3176037	-	ygiF
1	3176279	3176899	+	ygiM
1	3176963	3178201	+	cca
1	3178382	3179203	-	bacA
1	3179293	3179661	-	folB
1	3179766	3180383	+	plsY
1	3180396	3181328	-	ttdR
1	3181535	3182446	+	ttdA
1	3183020	3184558	+	ttdT
1	3184601	3185614	-	tsaD
1	3185852	3186067	+	rpsU
1	3186178	3187923	+	dnaG
1	3188118	3189959	+	rpoD
1	3190038	3190544	-	mug
1	3190670	3190745	+	ileX
1	3190798	3191589	-	yqjH
1	3191850	3192473	+	yqjI
1	3192627	3194147	-	aer
1	3194454	3195944	+	patA
1	3195986	3196318	-	ygjH
1	3196537	3197520	+	ebgR
1	3197551	3200796	+	ebgA
1	3200793	3201242	+	ebgC
1	3201305	3202738	+	ygjI
1	3202803	3203942	+	ygjJ
1	3203959	3206310	+	ygjK
1	3206724	3208754	+	fadH
1	3208799	3209215	-	higA
1	3209212	3209526	-	higB
1	3209810	3211069	-	rlmG
1	3210995	3211534	+	ygjP
1	3211611	3212303	+	ygjQ
1	3212364	3213368	+	ygjR
1	3213651	3214616	+	alx
1	3215015	3216259	+	sstT
1	3216264	3216815	-	ygjV
1	3216898	3218385	-	uxaA
1	3218400	3219887	-	uxaC
1	3220175	3221593	+	exuT
1	3221708	3222499	+	exuR
1	3222844	3223506	+	yqjA
1	3223510	3223893	+	mzrA
1	3224025	3224408	+	yqjC
1	3224434	3224751	+	yqjD
1	3224685	3225158	+	yqjE
1	3225148	3225447	+	yqjK
1	3225543	3226025	+	yqjF
1	3226074	3227081	+	yqjG
1	3227354	3227740	+	yhaH
1	3227982	3228338	+	yhaI
1	3228389	3229300	-	yhaJ
1	3229390	3230091	+	yhaK
1	3230084	3230278	+	yhaL
1	3230412	3231722	-	yhaM
1	3231750	3233081	-	yhaO
1	3233356	3234726	-	tdcG
1	3234792	3235244	-	tdcF
1	3235195	3237489	-	tdcE
1	3237523	3238743	-	tdcD
1	3238757	3240088	-	tdcC
1	3240110	3241099	-	tdcB
1	3241198	3242136	-	tdcA
1	3242313	3242669	+	tdcR
1	3242895	3243464	+	yhaB
1	3243486	3244673	+	yhaC
1	3245583	3246728	-	garK
1	3246825	3247715	-	garR
1	3247745	3248515	-	garL
1	3248531	3249865	-	garP
1	3250240	3251811	+	garD
1	3251960	3252295	+	prlF
1	3252295	3252759	+	yhaV
1	3252814	3253623	-	agaR
1	3253872	3255152	+	kbaZ
1	3255175	3255648	+	agaV
1	3255659	3256060	+	agaW
1	3256934	3258088	+	agaS
1	3258101	3258961	+	kbaY
1	3259128	3259604	+	agaB
1	3259643	3260446	+	agaC
1	3260436	3261227	+	agaD
1	3261228	3261983	+	agaI
1	3262384	3262968	+	yraH
1	3263048	3263743	+	yraI
1	3263772	3266288	+	yraJ
1	3266299	3267390	+	yraK
1	3267433	3268293	-	rsmI
1	3268358	3270394	+	lpoA
1	3270352	3270747	+	yraN
1	3270767	3271357	+	diaA
1	3271367	3271942	+	yraP
1	3272056	3273096	-	yraQ
1	3273169	3273804	-	yraR
1	3273932	3274450	+	yhbO
1	3274430	3274873	-	yhbP
1	3274924	3275226	+	yhbQ
1	3275213	3275716	-	yhbS
1	3275710	3276234	-	yhbT
1	3276443	3277438	+	yhbU
1	3277447	3278325	+	yhbV
1	3278406	3279413	+	yhbW
1	3279531	3280775	-	mtr
1	3280929	3282818	-	deaD
1	3282811	3282891	-	yrbN
1	3282998	3283882	-	nlpI
1	3283991	3286126	-	pnp
1	3286373	3286642	-	rpsO
1	3286791	3287735	-	truB
1	3287735	3288136	-	rbfA
1	3288300	3290972	-	infB
1	3290997	3292484	-	nusA
1	3292512	3292964	-	rimP
1	3293171	3293247	-	metY
1	3293595	3294938	+	argG
1	3294946	3296571	-	yhbX
1	3297030	3297116	-	leuU
1	3297131	3297463	-	secG
1	3297691	3299028	-	glmM
1	3299021	3299869	-	folP
1	3299959	3301902	-	ftsH
1	3301993	3302622	-	rlmE
1	3302748	3303041	+	yhbY
1	3303197	3303673	-	greA
1	3303921	3305354	+	dacB
1	3305540	3306712	-	obgE
1	3306728	3307693	-	yhbE
1	3307820	3308077	-	rpmA
1	3308098	3308409	-	rplU
1	3308668	3309639	+	ispB
1	3309867	3310145	+	sfsB
1	3310193	3311452	-	murA
1	3311507	3311776	-	ibaG
1	3311921	3312214	-	mlaB
1	3312214	3312849	-	mlaC
1	3312868	3313419	-	mlaD
1	3313424	3314206	-	mlaE
1	3314214	3315023	-	mlaF
1	3315233	3316210	+	yrbG
1	3316224	3317210	+	kdsD
1	3317231	3317797	+	kdsC
1	3317794	3318369	+	lptC
1	3318338	3318895	+	lptA
1	3318902	3319627	+	lptB
1	3319675	3321108	+	rpoN
1	3321131	3321418	+	hpf
1	3321536	3322027	+	ptsN
1	3322073	3322927	+	yhbJ
1	3322924	3323196	+	npr
1	3323410	3324042	+	yrbL
1	3324039	3324767	-	mtgA
1	3324764	3325417	-	elbB
1	3326423	3328759	-	arcB
1	3328855	3329784	-	yhcC
1	3330366	3334919	+	gltB
1	3336910	3337674	+	gltF
1	3337846	3338520	+	yhcA
1	3338541	3340922	+	yhcD
1	3342660	3343376	+	yhcF
1	3343561	3344688	+	yhcG
1	3344748	3345212	-	yhcH
1	3345209	3346084	-	nanK
1	3346081	3346770	-	nanE
1	3346818	3348308	-	nanT
1	3348417	3349310	-	nanA
1	3349432	3350223	-	nanR
1	3350603	3351970	+	dcuD
1	3352013	3352510	-	sspB
1	3352516	3353154	-	sspA
1	3353549	3353941	-	rpsI
1	3353957	3354385	-	rplM
1	3354604	3355731	-	yhcM
1	3355925	3356323	+	yhcB
1	3356477	3357844	+	degQ
1	3357934	3359001	+	degS
1	3359064	3360002	-	mdh
1	3360437	3360907	+	argR
1	3361272	3361535	+	yhcN
1	3361591	3361863	-	yhcO
1	3361955	3363922	-	aaeB
1	3363928	3364860	-	aaeA
1	3364868	3365071	-	aaeX
1	3365254	3366183	+	aaeR
1	3366317	3367762	-	tldD
1	3368192	3371992	-	yhdP
1	3372060	3373529	-	rng
1	3373519	3374112	-	yhdE
1	3374121	3374609	-	mreD
1	3374609	3375712	-	mreC
1	3375778	3376821	-	mreB
1	3377126	3379066	-	csrD
1	3379218	3380192	+	acuI
1	3381170	3381640	+	accB
1	3381651	3383000	+	accC
1	3383109	3383351	+	yhdT
1	3383341	3384792	+	panF
1	3384804	3385685	+	prmA
1	3386014	3386979	+	dusB
1	3387005	3387301	+	fis
1	3387387	3388271	+	yhdJ
1	3388355	3388534	+	yhdU
1	3388537	3389199	-	acrS
1	3389598	3390755	+	acrE
1	3390767	3393871	+	acrF
1	3394124	3394345	+	yhdV
1	3394776	3395012	+	U069_c3998
1	3395868	3397049	+	yhdX
1	3397059	3398162	+	yhdY
1	3398170	3398928	+	yhdZ
1	3399614	3402517	-	rrlD
1	3402518	3402858	-	alaU
1	3404887	3405441	+	yrdA
1	3405417	3405599	-	yrdB
1	3406932	3407750	-	aroE
1	3407755	3408327	-	tsaC
1	3408332	3408874	-	yrdD
1	3408903	3409376	-	smg
1	3409348	3410472	-	smf
1	3410602	3411111	+	def
1	3411126	3412073	+	fmt
1	3412119	3413408	+	rsmB
1	3413430	3414806	+	trkA
1	3414936	3415346	+	mscL
1	3415343	3415561	-	arfA
1	3415617	3416042	-	zntR
1	3416053	3416421	-	yhdN
1	3416528	3416911	-	rplQ
1	3416952	3417941	-	rpoA
1	3417967	3418587	-	rpsD
1	3418621	3419010	-	rpsK
1	3419027	3419383	-	rpsM
1	3419530	3419646	-	rpmJ
1	3419678	3421009	-	secY
1	3421017	3421451	-	rplO
1	3421455	3421634	-	rpmD
1	3421638	3422141	-	rpsE
1	3422156	3422509	-	rplR
1	3422519	3423052	-	rplF
1	3423065	3423457	-	rpsH
1	3423491	3423796	-	rpsN
1	3423811	3424350	-	rplE
1	3424365	3424679	-	rplX
1	3424690	3425061	-	rplN
1	3425226	3425480	-	rpsQ
1	3425480	3425671	-	rpmC
1	3425671	3426081	-	rplP
1	3426094	3426795	-	rpsC
1	3426813	3427145	-	rplV
1	3427160	3427438	-	rpsS
1	3427455	3428276	-	rplB
1	3428294	3428596	-	rplW
1	3428593	3429198	-	rplD
1	3429209	3429838	-	rplC
1	3429871	3430182	-	rpsJ
1	3430841	3432310	-	gspA
1	3432490	3433305	+	gspC
1	3433289	3435241	+	gspD
1	3435251	3436732	+	gspE
1	3436729	3437925	+	gspF
1	3437935	3438372	+	gspG
1	3438380	3438889	+	gspH
1	3438886	3439263	+	gspI
1	3439256	3439843	+	gspJ
1	3439836	3440819	+	gspK
1	3440834	3441997	+	gspL
1	3441994	3442455	+	gspM
1	3442455	3443132	+	gspO
1	3443161	3443637	-	bfr
1	3443709	3443903	-	bfd
1	3444072	3446765	-	chiA
1	3447057	3448241	-	tufA
1	3448312	3450426	-	fusA
1	3450454	3450993	-	rpsG
1	3451090	3451464	-	rpsL
1	3451590	3451877	-	tusB
1	3451885	3452244	-	tusC
1	3452244	3452630	-	tusD
1	3452630	3453352	-	yheO
1	3453519	3454331	-	fkpA
1	3454552	3454770	+	slyX
1	3454819	3455409	-	slyD
1	3455504	3455704	-	yheV
1	3455714	3457519	-	kefB
1	3457519	3458073	-	kefG
1	3458201	3460114	+	yheS
1	3460114	3461136	+	yheT
1	3461130	3461348	+	yheU
1	3461402	3462271	+	prkB
1	3462326	3462730	-	yhfA
1	3463032	3463664	+	crp
1	3463703	3465805	+	yhfK
1	3465872	3467092	-	argD
1	3467178	3467741	-	pabA
1	3467773	3468375	-	fic
1	3468365	3468532	-	yhfG
1	3468637	3469209	-	ppiA
1	3469480	3470661	+	tsgA
1	3470923	3473466	+	nirB
1	3473463	3473789	+	nirD
1	3473915	3474721	+	nirC
1	3474740	3476113	+	cysG
1	3476360	3476527	+	yhfL
1	3476822	3478159	+	frlA
1	3478180	3479202	+	frlB
1	3479252	3480082	+	frlC
1	3480079	3480864	+	frlD
1	3480964	3481695	+	frlR
1	3481847	3482932	-	yhfS
1	3482944	3484248	-	yhfT
1	3484260	3484613	-	yhfU
1	3484624	3485502	-	php
1	3485499	3486725	-	yhfW
1	3486725	3487888	-	yhfX
1	3487972	3488334	-	yhfY
1	3488351	3489256	-	yhfZ
1	3489546	3490550	-	trpS
1	3490543	3491301	-	gph
1	3491294	3491971	-	rpe
1	3491989	3492825	-	dam
1	3492932	3494218	-	damX
1	3494310	3495398	-	aroB
1	3495455	3495976	-	aroK
1	3496377	3497615	-	hofQ
1	3497527	3497931	-	hofP
1	3497921	3498361	-	hofO
1	3498345	3498884	-	hofN
1	3498884	3499663	-	hofM
1	3499783	3502335	+	mrcA
1	3502501	3503061	-	nudE
1	3503381	3505516	+	yrfF
1	3505581	3506249	+	yrfG
1	3506260	3506661	+	hslR
1	3506686	3507564	+	hslO
1	3507627	3509351	-	yhgE
1	3509730	3511352	+	pck
1	3511428	3512780	-	envZ
1	3512777	3513496	-	ompR
1	3513724	3514200	+	greB
1	3514297	3516618	+	yhgF
1	3517075	3517302	+	feoA
1	3517319	3519640	+	feoB
1	3519640	3519876	+	feoC
1	3520079	3520957	+	yhgA
1	3520986	3521756	-	bioH
1	3521794	3522477	+	gntX
1	3522536	3523111	+	nfuA
1	3523471	3524787	+	gntT
1	3524898	3526982	-	malQ
1	3526992	3529385	-	malP
1	3529997	3532702	+	malT
1	3532745	3533761	-	rtcA
1	3533765	3534991	-	rtcB
1	3535180	3536778	+	rtcR
1	3536760	3537518	-	glpR
1	3537535	3538365	-	glpG
1	3538410	3538799	-	glpE
1	3538911	3540431	+	glpD
1	3540637	3540918	-	yzgL
1	3541047	3543494	-	glgP
1	3543513	3544946	-	glgA
1	3544946	3546301	-	glgC
1	3546259	3548253	-	glgX
1	3548229	3550415	-	glgB
1	3550688	3551917	-	asd
1	3551984	3552577	+	yhgN
1	3552634	3553974	-	gntU
1	3553978	3554526	-	gntK
1	3554644	3555639	-	gntR
1	3555863	3556558	-	yhhW
1	3556681	3557718	-	yhhX
1	3557973	3558539	+	yhhY
1	3558776	3559954	+	yhhZ
1	3561672	3561956	+	yrhB
1	3561994	3563769	-	ggt
1	3563856	3564296	+	yhhA
1	3564283	3565026	-	ugpQ
1	3565023	3566132	-	ugpC
1	3566095	3566940	-	ugpE
1	3566937	3567824	-	ugpA
1	3567922	3569238	-	ugpB
1	3569637	3570362	-	livF
1	3570352	3571197	-	livG
1	3571116	3572393	-	livM
1	3572390	3573316	-	livH
1	3573364	3574527	-	livK
1	3574897	3575280	+	panM
1	3575468	3576628	-	livJ
1	3576842	3577696	-	rpoH
1	3577941	3579026	-	ftsX
1	3578992	3579660	-	ftsE
1	3579663	3581156	-	ftsY
1	3581267	3581902	+	rsmD
1	3581769	3582161	+	yhhL
1	3582164	3582523	-	yhhM
1	3582664	3583290	+	yhhN
1	3583364	3585562	+	zntA
1	3585664	3585909	-	tusA
1	3586130	3586795	+	yhhQ
1	3586814	3587425	+	dcrB
1	3587429	3588688	-	yhhS
1	3588697	3589827	+	yhhT
1	3589882	3590469	+	acpT
1	3590580	3592154	+	nikA
1	3592154	3593098	+	nikB
1	3593095	3593928	+	nikC
1	3593928	3594692	+	nikD
1	3594689	3595495	+	nikE
1	3595501	3595902	+	nikR
1	3596105	3600340	+	rhsB
1	3600312	3600695	+	yhhH
1	3601291	3602427	+	yhhI
1	3602592	3603716	-	yhhJ
1	3603716	3606451	-	rbbA
1	3606448	3607515	-	yhiI
1	3607881	3609503	-	yhiJ
1	3611754	3612806	+	yhiM
1	3613121	3614323	-	yhiN
1	3614555	3616054	+	pitA
1	3616298	3616633	-	uspB
1	3617024	3617458	+	uspA
1	3617775	3619244	+	dtpB
1	3619293	3620045	-	rsmJ
1	3620053	3622095	-	prlC
1	3622298	3623140	+	rlmJ
1	3623212	3624564	+	gor
1	3624618	3624701	-	dinQ
1	3625441	3625794	+	arsR
1	3625848	3627137	+	arsB
1	3627150	3627575	+	arsC
1	3630927	3631493	+	slp
1	3631649	3632179	+	dctR
1	3632221	3632868	-	yhiD
1	3632932	3633270	-	hdeB
1	3633374	3633706	-	hdeA
1	3633961	3634533	+	hdeD
1	3635332	3635859	+	gadE
1	3636198	3637355	+	mdtE
1	3637380	3640493	+	mdtF
1	3640856	3641584	-	gadW
1	3641952	3642776	-	gadX
1	3643146	3644546	-	gadA
1	3644757	3646154	-	yhjA
1	3646558	3648207	+	treF
1	3648258	3648860	-	yhjB
1	3649308	3650279	+	yhjC
1	3650328	3651341	+	yhjD
1	3651752	3653074	+	yhjE
1	3653256	3655316	-	yhjG
1	3655386	3656153	-	yhjH
1	3656385	3657314	+	kdgK
1	3657410	3658906	-	yhjJ
1	3659127	3660413	-	dctA
1	3660596	3662584	-	yhjK
1	3662666	3666139	-	bcsC
1	3666121	3667227	-	bcsZ
1	3667234	3669573	-	bcsB
1	3669584	3672202	-	bcsA
1	3672963	3673151	-	yhjR
1	3673424	3674995	+	bcsE
1	3674992	3675183	+	bcsF
1	3675180	3676859	+	bcsG
1	3676946	3677053	-	ldrD
1	3677529	3678800	+	yhjV
1	3678830	3679834	-	dppF
1	3679831	3680814	-	dppD
1	3680825	3681727	-	dppC
1	3681737	3682756	-	dppB
1	3683064	3684671	-	dppA
1	3685582	3685658	-	proK
1	3685750	3687441	-	eptB
1	3687765	3688973	-	yhjX
1	3689202	3689900	-	yhjY
1	3690058	3690621	+	tag
1	3690618	3691058	+	yiaC
1	3691027	3693360	-	bisC
1	3693513	3694172	+	yiaD
1	3694276	3695250	+	ghrB
1	3695300	3696130	-	U069_c4025
1	3696444	3696734	+	yiaG
1	3697015	3697227	+	cspA
1	3699294	3701363	-	glyS
1	3701373	3702284	-	glyQ
1	3702379	3702678	-	ysaB
1	3702853	3703848	+	wecH
1	3703890	3704327	-	yiaA
1	3704373	3704714	-	yiaB
1	3704883	3706337	-	xylB
1	3706409	3707731	-	xylA
1	3708097	3709089	+	xylF
1	3709167	3710708	+	xylG
1	3710686	3711867	+	xylH
1	3711945	3713123	+	xylR
1	3713319	3714143	-	bax
1	3714463	3716493	+	malS
1	3716671	3717924	+	avtA
1	3718075	3718548	-	ysaA
1	3718650	3719498	-	yiaJ
1	3719699	3720697	+	yiaK
1	3720709	3721176	+	yiaL
1	3721294	3721767	+	yiaM
1	3721770	3723047	+	yiaN
1	3723060	3724046	+	yiaO
1	3724050	3725546	+	lyxK
1	3725543	3726205	+	sgbH
1	3726198	3727058	+	sgbU
1	3727052	3727747	+	sgbE
1	3728094	3728834	-	yiaT
1	3728958	3729932	+	yiaU
1	3729929	3731065	-	yiaV
1	3731071	3731394	-	yiaW
1	3731508	3731720	+	U069_c4032
1	3731939	3733477	-	aldB
1	3733642	3734793	-	yiaY
1	3734983	3736827	-	selB
1	3736824	3738215	-	selA
1	3738313	3738921	-	yibF
1	3746299	3747141	+	yibA
1	3748139	3748600	+	yibG
1	3750205	3751341	-	yibH
1	3751344	3751706	-	yibI
1	3752243	3754156	+	mtlA
1	3754386	3755534	+	mtlD
1	3755534	3756121	+	mtlR
1	3756133	3756342	-	yibT
1	3756627	3756989	+	yibL
1	3757361	3759016	+	lldP
1	3759016	3759792	+	lldR
1	3759789	3760979	+	lldD
1	3761177	3761650	+	trmL
1	3761703	3762524	-	cysE
1	3762604	3763623	-	gpsA
1	3763623	3764090	-	secB
1	3764153	3764404	-	grxC
1	3764546	3764977	-	yibN
1	3765222	3766766	+	gpmM
1	3766800	3768059	+	envC
1	3768063	3769022	+	yibQ
1	3769009	3770043	-	waaH
1	3770282	3771307	-	tdh
1	3771317	3772513	-	kbl
1	3773949	3774881	+	hldD
1	3774891	3775937	+	waaF
1	3775941	3776900	+	waaC
1	3776910	3778169	+	waaL
1	3778201	3779274	-	waaU
1	3779307	3780158	-	waaZ
1	3780229	3780927	-	waaY
1	3780945	3781961	-	waaJ
1	3782001	3783020	-	waaR
1	3783020	3784099	-	waaB
1	3784143	3785078	-	waaS
1	3785115	3785912	-	waaP
1	3785905	3787029	-	waaG
1	3787026	3788096	-	waaQ
1	3788502	3789779	+	waaA
1	3789787	3790266	+	coaD
1	3790305	3791114	-	mutM
1	3791212	3791379	-	rpmG
1	3791400	3791636	-	rpmB
1	3791853	3792521	-	yicR
1	3792693	3793913	+	dfp
1	3793891	3794349	+	dut
1	3794456	3795052	+	slmA
1	3795089	3795730	-	pyrE
1	3795796	3796512	-	rph
1	3796639	3797502	+	yicC
1	3797711	3798547	+	dinD
1	3798783	3799454	+	yicG
1	3799451	3801139	-	ligB
1	3801334	3802014	+	gmk
1	3802051	3802344	+	rpoZ
1	3802363	3804471	+	spoT
1	3804478	3805167	+	trmH
1	3805137	3807254	+	recG
1	3807423	3808628	-	gltS
1	3808899	3810299	+	xanP
1	3810396	3812129	+	yicH
1	3812182	3814500	-	yicI
1	3814510	3815949	-	yicJ
1	3816184	3816278	+	selC
1	3816916	3818100	+	setC
1	3818211	3819134	+	yicL
1	3819138	3819956	-	nlpA
1	3820178	3820471	+	yicS
1	3820512	3821879	-	nepI
1	3821913	3822392	-	yicN
1	3822418	3823830	-	yicO
1	3823927	3825693	+	ade
1	3825739	3827130	-	uhpT
1	3827268	3828593	-	uhpC
1	3828597	3830105	-	uhpB
1	3830099	3830689	-	uhpA
1	3830765	3831055	-	ilvN
1	3831059	3832849	-	ilvB
1	3832789	3832914	-	ivbL
1	3833516	3833605	+	tisB
1	3833879	3835069	+	emrD
1	3835077	3835574	-	yidF
1	3835571	3835933	-	yidG
1	3835923	3836270	-	yidH
1	3836270	3836827	+	yidI
1	3836874	3838367	-	yidJ
1	3838364	3840079	-	yidK
1	3840216	3841139	+	yidL
1	3841312	3841950	-	U069_c4046
1	3842460	3843566	-	U069_c4047
1	3843703	3844578	+	yidP
1	3844575	3846260	-	yidE
1	3846432	3846947	-	ibpB
1	3846972	3847391	-	ibpA
1	3847616	3848023	+	yidQ
1	3848025	3849275	-	yidR
1	3849319	3850404	+	cbrA
1	3850401	3851738	-	dgoT
1	3851813	3852961	-	dgoD
1	3852958	3853575	-	dgoA
1	3853559	3854437	-	dgoK
1	3854434	3855123	-	dgoR
1	3855284	3856057	+	yidX
1	3856103	3856915	-	yidA
1	3857030	3857437	-	yidB
1	3857668	3860085	-	gyrB
1	3860111	3861184	-	recF
1	3861184	3862284	-	dnaN
1	3862289	3863704	-	dnaA
1	3864299	3864439	+	rpmH
1	3864456	3864815	+	rnpA
1	3864779	3865036	+	yidD
1	3865039	3866685	+	yidC
1	3866791	3868155	+	mnmE
1	3868374	3868472	+	tnaC
1	3870976	3872223	+	tnaB
1	3872355	3873530	+	mdtL
1	3873505	3874464	+	yidZ
1	3874621	3875370	+	yieE
1	3875392	3875958	+	chrR
1	3876012	3877349	-	purP
1	3877514	3878179	+	yieH
1	3878246	3878713	+	cbrB
1	3878762	3879349	+	cbrC
1	3879411	3880133	-	yieK
1	3880148	3881317	-	yieL
1	3881344	3882960	-	bglH
1	3883029	3884441	-	bglB
1	3884460	3886337	-	bglF
1	3886471	3887307	-	bglG
1	3887593	3888318	-	phoU
1	3888333	3889106	-	pstB
1	3889289	3890179	-	pstA
1	3890179	3891138	-	pstC
1	3891225	3892265	-	pstS
1	3892579	3894408	-	glmS
1	3894570	3895940	-	glmU
1	3896293	3896712	-	atpC
1	3896733	3898115	-	atpD
1	3898142	3899005	-	atpG
1	3899056	3900597	-	atpA
1	3900610	3901143	-	atpH
1	3901158	3901628	-	atpF
1	3901690	3901929	-	atpE
1	3901976	3902791	-	atpB
1	3902800	3903180	-	atpI
1	3903797	3904420	-	rsmG
1	3904484	3906373	-	mnmG
1	3906752	3907195	-	mioC
1	3907285	3907743	-	asnC
1	3907895	3908887	+	asnA
1	3908892	3910343	-	viaA
1	3910337	3911833	-	ravA
1	3912056	3913924	+	kup
1	3914091	3914510	+	rbsD
1	3914518	3916023	+	rbsA
1	3916028	3916993	+	rbsC
1	3917018	3917908	+	rbsB
1	3918034	3918963	+	rbsK
1	3918967	3919959	+	rbsR
1	3919925	3921352	-	hsrA
1	3921375	3922067	-	yieP
1	3924444	3927439	+	rrlC
1	3927532	3927651	+	rrfC
1	3927704	3927780	+	aspT
1	3927789	3927864	+	trpT
1	3927960	3928799	-	hdfR
1	3929281	3930801	-	yifB
1	3931154	3931252	+	ilvL
1	3931339	3931389	+	ilvX
1	3933033	3933296	+	ilvM
1	3933316	3934245	+	ilvE
1	3934310	3936160	+	ilvD
1	3936163	3937707	+	ilvA
1	3937759	3938652	-	ilvY
1	3938802	3940277	+	ilvC
1	3940364	3940645	-	ppiC
1	3941509	3943530	+	rep
1	3943577	3945061	-	gpp
1	3945197	3946462	-	rhlB
1	3946593	3946922	+	trxA
1	3947249	3948508	+	rho
1	3948518	3948736	+	U069_c4057
1	3948748	3949851	+	wecA
1	3949863	3950909	+	wzzE
1	3950965	3952095	+	wecB
1	3952092	3953354	+	wecC
